alert_id,user_id,transaction_id,alert_type_id,alert_timestamp,status
311,144,3421,5,2022-07-14 03:02:33,Resolved
312,437,4652,4,2020-07-09 20:33:37,Pending
313,152,1637,4,2023-01-28 04:38:07,Pending
314,252,4629,1,2020-11-30 02:06:28,Resolved
315,196,4803,2,2023-03-02 10:20:37,Resolved
316,103,122,1,2021-07-15 18:31:21,Pending
317,11,1625,4,2021-12-21 21:20:44,Pending
318,455,3030,5,2021-05-12 16:26:47,Pending
319,409,4308,2,2024-09-26 01:35:17,Resolved
320,40,2598,5,2024-05-15 08:56:55,Pending
321,18,2771,3,2024-07-28 18:03:49,Resolved
322,207,2948,2,2024-02-17 09:34:16,Resolved
323,464,2688,2,2023-04-13 12:40:06,Pending
324,246,1717,1,2024-02-02 00:13:56,Pending
325,120,1114,1,2023-11-25 12:09:32,Pending
326,355,3175,2,2020-03-27 10:59:23,Resolved
327,481,2018,4,2024-03-22 06:21:33,Pending
328,379,1114,4,2023-07-05 14:13:07,Pending
329,94,4213,5,2021-05-28 05:11:30,Resolved
330,85,1581,1,2021-10-04 14:21:47,Pending
331,328,1345,2,2022-04-17 23:46:37,Resolved
332,79,4605,3,2021-08-05 02:58:31,Resolved
333,439,118,5,2020-09-22 14:38:02,Pending
334,139,4759,2,2021-05-21 15:23:38,Resolved
335,444,69,5,2023-02-21 00:56:38,Pending
336,309,40,1,2024-11-22 00:14:55,Resolved
337,159,2904,5,2020-01-19 11:06:59,Resolved
338,498,2493,4,2021-07-28 10:48:28,Resolved
339,334,1951,5,2022-01-07 18:41:17,Resolved
340,142,1171,2,2020-12-18 16:06:09,Pending
341,399,1595,4,2021-12-29 04:38:11,Resolved
342,100,3447,4,2021-06-17 02:14:09,Pending
343,443,1892,2,2022-02-05 02:20:48,Resolved
344,483,1549,5,2021-04-26 04:24:06,Pending
345,352,1469,3,2020-07-08 03:18:35,Resolved
346,369,4693,5,2024-02-27 10:45:26,Resolved
347,125,4543,1,2023-10-17 15:21:50,Pending
348,374,2744,4,2020-10-10 15:59:24,Resolved
349,232,618,2,2021-12-17 06:50:46,Resolved
350,7,3612,3,2021-01-31 05:29:40,Pending
351,222,1620,5,2021-05-30 01:20:13,Resolved
352,177,1270,3,2023-06-17 19:46:10,Pending
353,262,2559,3,2024-06-29 06:44:59,Resolved
354,300,544,1,2020-05-16 07:21:59,Resolved
355,294,1761,2,2022-09-19 19:56:10,Resolved
356,488,421,5,2024-06-05 01:07:13,Pending
357,460,129,2,2023-09-21 15:15:01,Pending
358,424,4292,1,2024-02-24 02:53:01,Pending
359,274,2891,2,2021-05-16 15:25:05,Resolved
360,269,2735,2,2022-05-24 11:17:40,Resolved
361,200,3791,1,2024-03-02 09:50:05,Pending
362,21,2083,4,2020-07-04 20:44:39,Resolved
363,105,4815,1,2022-06-11 02:12:11,Resolved
364,306,1238,1,2020-05-10 21:52:19,Resolved
365,61,284,4,2021-06-25 08:59:23,Resolved
366,463,1526,1,2024-10-01 09:36:09,Pending
367,122,444,1,2020-01-13 15:27:27,Pending
368,467,198,1,2024-06-14 12:20:22,Resolved
369,497,3218,4,2020-01-21 04:37:34,Pending
370,130,908,4,2020-01-12 03:16:55,Pending
371,336,739,2,2020-01-22 22:48:31,Resolved
372,283,2227,3,2024-08-28 22:51:42,Resolved
373,428,1686,2,2023-05-10 17:45:04,Pending
374,191,994,3,2024-09-26 04:16:23,Pending
375,33,4024,4,2022-10-05 16:00:59,Resolved
376,174,3614,4,2021-06-01 10:35:34,Pending
377,103,1691,2,2023-07-08 10:01:37,Resolved
378,202,79,3,2021-07-25 14:22:23,Pending
379,340,4194,4,2024-04-19 09:40:12,Resolved
380,119,3798,1,2020-12-07 12:40:11,Pending
381,170,1703,5,2024-11-14 06:05:25,Resolved
382,233,916,5,2024-01-31 13:57:53,Resolved
383,474,2962,2,2021-08-10 11:39:24,Resolved
384,120,3344,2,2022-02-12 02:30:38,Resolved
385,228,2804,2,2022-12-12 08:23:58,Pending
386,148,75,1,2021-08-26 02:17:05,Resolved
387,107,2865,3,2024-10-27 23:01:43,Resolved
388,224,3281,1,2020-05-19 05:53:56,Resolved
389,158,2140,4,2023-08-01 00:39:06,Pending
390,243,3090,2,2021-05-30 06:16:39,Pending
391,70,984,3,2024-08-22 01:24:34,Pending
392,14,4599,2,2023-02-15 16:07:45,Resolved
393,109,2004,1,2023-11-14 02:13:34,Resolved
394,471,4014,2,2024-02-28 12:42:42,Resolved
395,224,195,2,2022-10-01 03:19:05,Resolved
396,356,1736,3,2020-05-17 07:33:48,Resolved
397,370,4949,4,2023-12-17 13:49:52,Resolved
398,262,1245,1,2024-09-30 20:56:14,Pending
399,106,1360,5,2023-01-02 23:24:48,Resolved
400,486,194,2,2020-12-02 05:59:02,Pending
401,178,4455,3,2024-08-14 02:00:33,Resolved
402,219,3900,5,2023-04-04 15:27:35,Resolved
403,407,2272,2,2020-07-04 23:59:34,Pending
404,73,2043,3,2022-11-10 00:05:35,Pending
405,378,4982,5,2024-01-16 21:23:57,Pending
406,290,1319,1,2024-12-21 03:03:14,Pending
407,222,1821,3,2022-01-22 15:43:52,Resolved
408,147,4712,5,2024-09-02 15:49:28,Resolved
409,469,2734,5,2021-10-03 22:38:13,Pending
410,395,4177,5,2020-08-21 03:38:55,Pending
411,348,2799,2,2022-07-06 20:19:38,Pending
412,257,4141,2,2023-08-02 03:58:06,Resolved
413,180,4899,5,2024-12-30 19:27:41,Resolved
414,495,4541,1,2021-09-24 05:23:53,Resolved
415,224,2987,4,2024-09-16 02:38:14,Pending
416,408,1390,3,2023-11-15 22:44:58,Resolved
417,152,4828,3,2024-11-04 09:03:26,Pending
418,259,2871,5,2024-11-06 01:51:59,Resolved
419,447,624,4,2021-02-10 18:56:55,Pending
420,247,4402,2,2020-09-30 13:14:56,Pending
421,169,2422,4,2022-04-12 01:09:44,Resolved
422,468,3462,3,2020-02-21 22:15:57,Pending
423,418,1324,5,2024-09-01 13:27:51,Pending
424,130,4719,2,2024-01-18 12:56:56,Resolved
425,214,2048,2,2020-09-19 22:09:19,Pending
426,398,1442,5,2023-06-22 08:25:05,Pending
427,43,4128,1,2024-10-12 18:32:32,Pending
428,202,3706,1,2022-10-17 04:24:42,Pending
429,156,4166,4,2021-09-22 13:43:41,Resolved
430,431,3683,1,2021-11-09 16:49:40,Resolved
431,278,3663,2,2021-08-01 22:09:58,Pending
432,202,4732,3,2020-01-30 22:03:51,Pending
433,337,2179,4,2022-05-13 00:56:31,Resolved
434,56,2221,4,2024-11-26 10:32:13,Resolved
435,487,3814,2,2022-03-28 11:16:21,Resolved
436,83,867,2,2022-08-24 08:39:52,Pending
437,147,3813,1,2022-07-17 17:25:39,Resolved
438,88,3956,5,2024-02-11 11:50:03,Resolved
439,24,3136,1,2023-12-22 23:52:44,Pending
440,112,4765,4,2021-11-06 09:42:18,Resolved
441,107,447,1,2023-01-08 02:00:27,Resolved
442,167,1583,3,2021-09-04 18:37:47,Resolved
443,343,1661,2,2020-09-13 03:19:35,Resolved
444,302,3229,4,2020-06-14 15:49:03,Pending
445,143,2369,1,2021-03-05 09:32:45,Pending
446,289,4209,1,2023-11-30 16:21:37,Resolved
447,113,117,3,2022-04-02 01:57:32,Resolved
448,256,2902,5,2022-08-25 03:52:52,Resolved
449,222,39,3,2024-02-21 00:18:24,Pending
450,487,2954,1,2022-12-30 17:30:37,Resolved
451,16,1254,5,2021-06-25 06:56:30,Pending
452,188,2196,3,2022-02-05 11:47:38,Pending
453,482,837,5,2021-07-01 23:58:36,Resolved
454,254,2522,1,2021-12-13 11:58:20,Resolved
455,414,868,5,2024-06-17 16:50:23,Pending
456,118,396,3,2021-12-05 00:06:59,Pending
457,150,3715,1,2022-02-19 13:15:29,Pending
458,422,3800,3,2020-06-22 07:03:32,Resolved
459,92,4516,3,2021-05-16 06:38:15,Pending
460,100,4865,5,2024-04-03 05:45:51,Resolved
461,145,3253,4,2020-07-12 15:52:06,Pending
462,486,3971,2,2020-09-25 07:40:11,Resolved
463,393,4213,1,2022-08-10 02:01:44,Resolved
464,109,3017,1,2022-08-31 23:10:25,Resolved
465,102,615,4,2024-02-29 08:42:20,Pending
466,139,3369,5,2021-09-01 06:27:18,Resolved
467,479,82,5,2020-11-27 23:33:08,Pending
468,88,4218,5,2021-06-19 04:19:37,Pending
469,196,3804,3,2021-09-11 13:10:25,Pending
470,374,3402,1,2022-04-22 09:29:18,Pending
471,481,4462,3,2024-03-07 19:27:52,Resolved
472,442,2407,4,2024-11-07 22:16:49,Pending
473,403,4915,5,2024-09-15 06:02:25,Resolved
474,174,3734,4,2023-04-27 19:32:52,Pending
475,407,2047,5,2024-05-09 08:10:43,Resolved
476,387,3605,5,2022-02-21 09:17:16,Pending
477,129,1973,1,2020-08-21 11:34:23,Resolved
478,15,2211,3,2022-09-17 23:36:52,Pending
479,35,2952,4,2021-11-02 03:00:06,Resolved
480,93,4593,5,2021-05-10 19:31:38,Resolved
481,456,859,1,2020-12-05 08:13:48,Resolved
482,65,2199,4,2022-02-14 11:12:55,Pending
483,379,1050,1,2020-09-03 21:21:19,Pending
484,483,3903,2,2021-07-29 01:06:04,Resolved
485,99,3474,4,2020-11-28 10:42:30,Resolved
486,149,632,2,2022-06-16 20:06:41,Resolved
487,96,1219,2,2022-02-12 04:52:30,Pending
488,158,1828,2,2022-11-17 01:27:33,Pending
489,296,3578,4,2020-09-27 03:29:22,Pending
490,171,3211,5,2021-02-04 16:21:37,Pending
491,496,2094,2,2020-03-16 08:15:42,Resolved
492,350,829,3,2023-07-30 00:10:19,Resolved
493,142,802,1,2024-03-16 13:11:11,Pending
494,225,1767,3,2024-10-06 15:01:21,Resolved
495,315,1183,1,2024-07-11 14:50:07,Resolved
496,196,1608,5,2022-11-02 12:12:44,Resolved
497,241,3066,2,2021-07-12 11:04:54,Pending
498,498,1873,3,2024-08-13 02:24:26,Pending
499,279,2856,1,2020-02-03 03:49:58,Pending
500,315,3716,2,2024-08-06 16:10:33,Pending
501,14,2423,2,2023-11-10 20:49:18,Pending
502,228,605,2,2022-05-01 02:06:38,Pending
503,22,4231,4,2020-08-13 18:28:24,Resolved
504,147,3068,4,2024-04-21 13:39:18,Pending
505,238,2585,4,2023-06-21 06:32:51,Pending
506,240,923,2,2021-11-01 10:59:26,Resolved
507,420,3663,3,2024-06-11 14:31:41,Resolved
508,284,3185,2,2024-10-08 18:25:01,Pending
509,93,3512,4,2022-12-31 08:35:07,Pending
510,290,3948,3,2024-08-20 22:47:03,Resolved
511,140,2259,5,2024-10-23 15:52:53,Pending
512,272,2529,4,2024-08-22 22:56:26,Resolved
513,37,3315,3,2023-03-11 20:12:33,Pending
514,360,922,5,2023-08-18 14:33:12,Pending
515,311,4991,2,2024-05-08 13:17:56,Resolved
516,190,1334,4,2020-02-27 04:36:48,Pending
517,33,1586,3,2022-04-02 15:49:03,Pending
518,270,2996,5,2020-09-27 04:34:36,Pending
519,35,1766,2,2023-05-07 18:38:15,Pending
520,63,1396,3,2023-10-20 16:54:48,Pending
521,154,879,2,2021-01-29 15:17:54,Pending
522,294,4881,4,2021-09-10 02:56:09,Resolved
523,136,4636,1,2023-12-05 19:57:46,Resolved
524,14,4380,3,2021-05-31 05:04:12,Resolved
525,352,1862,4,2021-12-29 13:46:24,Pending
526,486,1068,2,2024-07-01 04:21:32,Resolved
527,115,2715,1,2022-03-27 15:51:34,Resolved
528,412,2910,2,2020-12-22 08:44:09,Pending
529,244,4708,1,2020-05-09 01:42:56,Pending
